,model,category,l2_category,question_id,,blind,inst blind,Acc_Visual,Acc_Blind_inst,MG_Acc,Delta_Inst
13022,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1050,100.0,,100.0,100.0,100.0,0.0,
13023,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1051,0.0,,0.0,0.0,0.0,0.0,
13024,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1054,100.0,,100.0,100.0,100.0,0.0,
13025,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1060,0.0,,0.0,0.0,0.0,0.0,
13026,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1069,100.0,,100.0,100.0,100.0,0.0,
13027,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1070,100.0,,100.0,100.0,100.0,0.0,
13028,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1074,100.0,,100.0,100.0,100.0,0.0,
13029,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1079,100.0,,100.0,100.0,100.0,0.0,
13030,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1081,100.0,,100.0,100.0,100.0,0.0,
13031,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1082,100.0,,100.0,100.0,100.0,0.0,
13032,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1083,100.0,,100.0,100.0,100.0,0.0,
13033,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1088,100.0,,100.0,100.0,100.0,0.0,
13034,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1095,100.0,,100.0,100.0,100.0,0.0,
13035,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1096,100.0,,100.0,100.0,100.0,0.0,
13036,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1098,100.0,,100.0,100.0,100.0,0.0,
13037,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1099,100.0,,0.0,100.0,0.0,100.0,
13038,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1100,0.0,,100.0,0.0,100.0,-100.0,
13039,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1102,100.0,,0.0,100.0,0.0,100.0,
13040,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1104,100.0,,100.0,100.0,100.0,0.0,
13041,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1106,100.0,,0.0,100.0,0.0,100.0,
13042,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1108,0.0,,0.0,0.0,0.0,0.0,
13043,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1109,100.0,,0.0,100.0,0.0,100.0,
13044,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1112,0.0,,100.0,0.0,100.0,-100.0,
13045,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1114,0.0,,0.0,0.0,0.0,0.0,
13046,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1115,100.0,,100.0,100.0,100.0,0.0,
13047,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1117,100.0,,100.0,100.0,100.0,0.0,
13048,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1118,100.0,,100.0,100.0,100.0,0.0,
13049,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1119,100.0,,0.0,100.0,0.0,100.0,
13050,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1120,100.0,,100.0,100.0,100.0,0.0,
13051,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1121,100.0,,100.0,100.0,100.0,0.0,
13052,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1123,0.0,,0.0,0.0,0.0,0.0,
13053,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1124,100.0,,0.0,100.0,0.0,100.0,
13054,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1127,100.0,,100.0,100.0,100.0,0.0,
13055,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1129,100.0,,100.0,100.0,100.0,0.0,
13056,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1130,100.0,,100.0,100.0,100.0,0.0,
13057,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1131,100.0,,100.0,100.0,100.0,0.0,
13058,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1132,0.0,,0.0,0.0,0.0,0.0,
13059,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1133,100.0,,100.0,100.0,100.0,0.0,
13060,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1134,100.0,,100.0,100.0,100.0,0.0,
13061,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1135,100.0,,0.0,100.0,0.0,100.0,
13062,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1137,100.0,,0.0,100.0,0.0,100.0,
13063,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1138,100.0,,100.0,100.0,100.0,0.0,
13064,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1140,0.0,,0.0,0.0,0.0,0.0,
13065,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1142,100.0,,0.0,100.0,0.0,100.0,
13066,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1143,100.0,,100.0,100.0,100.0,0.0,
13067,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1145,100.0,,100.0,100.0,100.0,0.0,
13068,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1150,100.0,,100.0,100.0,100.0,0.0,
13069,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1152,0.0,,0.0,0.0,0.0,0.0,
13070,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1154,100.0,,100.0,100.0,100.0,0.0,
13071,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1155,100.0,,0.0,100.0,0.0,100.0,
13072,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1156,100.0,,100.0,100.0,100.0,0.0,
13073,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1157,100.0,,0.0,100.0,0.0,100.0,
13074,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1158,100.0,,0.0,100.0,0.0,100.0,
13075,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1162,100.0,,0.0,100.0,0.0,100.0,
13076,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1163,100.0,,100.0,100.0,100.0,0.0,
13077,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1164,100.0,,100.0,100.0,100.0,0.0,
13078,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1166,100.0,,100.0,100.0,100.0,0.0,
13079,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1168,100.0,,100.0,100.0,100.0,0.0,
13080,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1169,100.0,,100.0,100.0,100.0,0.0,
13081,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1171,100.0,,100.0,100.0,100.0,0.0,
13082,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1172,100.0,,100.0,100.0,100.0,0.0,
13083,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1175,100.0,,0.0,100.0,0.0,100.0,
13084,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1176,100.0,,100.0,100.0,100.0,0.0,
13085,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1177,100.0,,100.0,100.0,100.0,0.0,
13086,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1179,100.0,,100.0,100.0,100.0,0.0,
13087,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1187,100.0,,0.0,100.0,0.0,100.0,
13088,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1190,100.0,,100.0,100.0,100.0,0.0,
13089,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1193,100.0,,0.0,100.0,0.0,100.0,
13090,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1196,100.0,,100.0,100.0,100.0,0.0,
13091,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1198,100.0,,100.0,100.0,100.0,0.0,
13092,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1201,100.0,,100.0,100.0,100.0,0.0,
13093,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1204,100.0,,100.0,100.0,100.0,0.0,
13094,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1207,0.0,,100.0,0.0,100.0,-100.0,
13095,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1214,0.0,,100.0,0.0,100.0,-100.0,
13096,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1216,100.0,,100.0,100.0,100.0,0.0,
13097,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1218,100.0,,100.0,100.0,100.0,0.0,
13098,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1225,100.0,,100.0,100.0,100.0,0.0,
13099,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1226,100.0,,100.0,100.0,100.0,0.0,
13100,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1228,100.0,,100.0,100.0,100.0,0.0,
13101,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1229,100.0,,0.0,100.0,0.0,100.0,
13102,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1230,100.0,,100.0,100.0,100.0,0.0,
13103,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1231,100.0,,100.0,100.0,100.0,0.0,
13104,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1232,100.0,,0.0,100.0,0.0,100.0,
13105,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1234,0.0,,0.0,0.0,0.0,0.0,
13106,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1235,0.0,,0.0,0.0,0.0,0.0,
13107,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1236,100.0,,0.0,100.0,0.0,100.0,
13108,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1238,100.0,,100.0,100.0,100.0,0.0,
13109,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1239,100.0,,100.0,100.0,100.0,0.0,
13110,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1240,100.0,,100.0,100.0,100.0,0.0,
13111,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1241,0.0,,100.0,0.0,100.0,-100.0,
13112,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1242,100.0,,100.0,100.0,100.0,0.0,
13113,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1245,100.0,,100.0,100.0,100.0,0.0,
13114,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1247,100.0,,0.0,100.0,0.0,100.0,
13115,InternVL3.5‑8B | SFT‑Blind VQA,math,geometry,1248,0.0,,0.0,0.0,0.0,0.0,
13116,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1005,0.0,,0.0,0.0,0.0,0.0,
13117,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1006,0.0,,0.0,0.0,0.0,0.0,
13118,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1012,0.0,,0.0,0.0,0.0,0.0,
13119,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1013,100.0,,100.0,100.0,100.0,0.0,
13120,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1014,100.0,,0.0,100.0,0.0,100.0,
13121,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1017,0.0,,0.0,0.0,0.0,0.0,
13122,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1021,100.0,,100.0,100.0,100.0,0.0,
13123,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1022,100.0,,0.0,100.0,0.0,100.0,
13124,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1023,0.0,,100.0,0.0,100.0,-100.0,
13125,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1024,100.0,,0.0,100.0,0.0,100.0,
13126,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1025,100.0,,100.0,100.0,100.0,0.0,
13127,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1028,100.0,,100.0,100.0,100.0,0.0,
13128,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1032,0.0,,100.0,0.0,100.0,-100.0,
13129,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1033,0.0,,0.0,0.0,0.0,0.0,
13130,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1038,100.0,,0.0,100.0,0.0,100.0,
13131,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1039,100.0,,0.0,100.0,0.0,100.0,
13132,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1040,100.0,,100.0,100.0,100.0,0.0,
13133,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1042,100.0,,0.0,100.0,0.0,100.0,
13134,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1043,100.0,,0.0,100.0,0.0,100.0,
13135,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1044,0.0,,0.0,0.0,0.0,0.0,
13136,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1047,100.0,,100.0,100.0,100.0,0.0,
13137,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1048,100.0,,100.0,100.0,100.0,0.0,
13138,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1053,100.0,,100.0,100.0,100.0,0.0,
13139,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1071,0.0,,100.0,0.0,100.0,-100.0,
13140,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1075,0.0,,0.0,0.0,0.0,0.0,
13141,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1077,0.0,,0.0,0.0,0.0,0.0,
13142,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1078,0.0,,0.0,0.0,0.0,0.0,
13143,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1084,100.0,,100.0,100.0,100.0,0.0,
13144,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1090,0.0,,0.0,0.0,0.0,0.0,
13145,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1094,100.0,,100.0,100.0,100.0,0.0,
13146,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1101,100.0,,0.0,100.0,0.0,100.0,
13147,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1103,0.0,,0.0,0.0,0.0,0.0,
13148,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1128,0.0,,0.0,0.0,0.0,0.0,
13149,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1136,100.0,,100.0,100.0,100.0,0.0,
13150,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1146,100.0,,100.0,100.0,100.0,0.0,
13151,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1148,100.0,,100.0,100.0,100.0,0.0,
13152,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1178,100.0,,0.0,100.0,0.0,100.0,
13153,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1181,100.0,,0.0,100.0,0.0,100.0,
13154,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1182,0.0,,0.0,0.0,0.0,0.0,
13155,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1189,0.0,,100.0,0.0,100.0,-100.0,
13156,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1192,0.0,,0.0,0.0,0.0,0.0,
13157,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1194,0.0,,0.0,0.0,0.0,0.0,
13158,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1212,0.0,,0.0,0.0,0.0,0.0,
13159,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1215,100.0,,0.0,100.0,0.0,100.0,
13160,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1220,0.0,,0.0,0.0,0.0,0.0,
13161,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1227,0.0,,0.0,0.0,0.0,0.0,
13162,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1246,100.0,,0.0,100.0,0.0,100.0,
13163,InternVL3.5‑8B | SFT‑Blind VQA,math,numeric commonsense and calculation,1249,100.0,,100.0,100.0,100.0,0.0,
13164,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1007,0.0,,0.0,0.0,0.0,0.0,
13165,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1008,0.0,,0.0,0.0,0.0,0.0,
13166,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1009,0.0,,0.0,0.0,0.0,0.0,
13167,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1031,100.0,,100.0,100.0,100.0,0.0,
13168,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1037,0.0,,0.0,0.0,0.0,0.0,
13169,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1046,100.0,,100.0,100.0,100.0,0.0,
13170,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1052,0.0,,0.0,0.0,0.0,0.0,
13171,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1055,100.0,,100.0,100.0,100.0,0.0,
13172,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1056,100.0,,100.0,100.0,100.0,0.0,
13173,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1057,0.0,,0.0,0.0,0.0,0.0,
13174,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1058,0.0,,0.0,0.0,0.0,0.0,
13175,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1059,0.0,,0.0,0.0,0.0,0.0,
13176,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1061,100.0,,0.0,100.0,0.0,100.0,
13177,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1062,100.0,,100.0,100.0,100.0,0.0,
13178,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1063,0.0,,0.0,0.0,0.0,0.0,
13179,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1064,100.0,,0.0,100.0,0.0,100.0,
13180,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1065,0.0,,100.0,0.0,100.0,-100.0,
13181,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1066,0.0,,0.0,0.0,0.0,0.0,
13182,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1067,100.0,,0.0,100.0,0.0,100.0,
13183,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1068,100.0,,0.0,100.0,0.0,100.0,
13184,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1072,100.0,,0.0,100.0,0.0,100.0,
13185,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1073,100.0,,100.0,100.0,100.0,0.0,
13186,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1076,100.0,,0.0,100.0,0.0,100.0,
13187,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1080,0.0,,0.0,0.0,0.0,0.0,
13188,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1085,100.0,,100.0,100.0,100.0,0.0,
13189,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1086,0.0,,0.0,0.0,0.0,0.0,
13190,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1087,0.0,,100.0,0.0,100.0,-100.0,
13191,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1089,0.0,,0.0,0.0,0.0,0.0,
13192,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1091,0.0,,100.0,0.0,100.0,-100.0,
13193,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1092,100.0,,0.0,100.0,0.0,100.0,
13194,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1093,0.0,,0.0,0.0,0.0,0.0,
13195,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1097,100.0,,0.0,100.0,0.0,100.0,
13196,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1105,100.0,,100.0,100.0,100.0,0.0,
13197,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1107,100.0,,0.0,100.0,0.0,100.0,
13198,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1110,100.0,,100.0,100.0,100.0,0.0,
13199,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1111,100.0,,100.0,100.0,100.0,0.0,
13200,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1113,0.0,,0.0,0.0,0.0,0.0,
13201,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1116,100.0,,0.0,100.0,0.0,100.0,
13202,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1122,0.0,,100.0,0.0,100.0,-100.0,
13203,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1125,100.0,,0.0,100.0,0.0,100.0,
13204,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1126,100.0,,0.0,100.0,0.0,100.0,
13205,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1139,100.0,,0.0,100.0,0.0,100.0,
13206,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1141,100.0,,100.0,100.0,100.0,0.0,
13207,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1144,100.0,,100.0,100.0,100.0,0.0,
13208,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1147,100.0,,0.0,100.0,0.0,100.0,
13209,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1149,100.0,,100.0,100.0,100.0,0.0,
13210,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1151,0.0,,0.0,0.0,0.0,0.0,
13211,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1153,100.0,,0.0,100.0,0.0,100.0,
13212,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1159,100.0,,0.0,100.0,0.0,100.0,
13213,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1160,100.0,,0.0,100.0,0.0,100.0,
13214,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1161,100.0,,100.0,100.0,100.0,0.0,
13215,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1165,100.0,,100.0,100.0,100.0,0.0,
13216,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1167,100.0,,100.0,100.0,100.0,0.0,
13217,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1170,100.0,,100.0,100.0,100.0,0.0,
13218,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1173,0.0,,100.0,0.0,100.0,-100.0,
13219,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1174,100.0,,0.0,100.0,0.0,100.0,
13220,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1180,100.0,,0.0,100.0,0.0,100.0,
13221,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1183,100.0,,0.0,100.0,0.0,100.0,
13222,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1184,100.0,,100.0,100.0,100.0,0.0,
13223,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1185,100.0,,100.0,100.0,100.0,0.0,
13224,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1186,100.0,,100.0,100.0,100.0,0.0,
13225,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1188,100.0,,100.0,100.0,100.0,0.0,
13226,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1191,100.0,,100.0,100.0,100.0,0.0,
13227,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1195,100.0,,100.0,100.0,100.0,0.0,
13228,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1197,100.0,,0.0,100.0,0.0,100.0,
13229,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1199,100.0,,0.0,100.0,0.0,100.0,
13230,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1200,100.0,,0.0,100.0,0.0,100.0,
13231,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1202,100.0,,0.0,100.0,0.0,100.0,
13232,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1203,100.0,,100.0,100.0,100.0,0.0,
13233,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1205,0.0,,0.0,0.0,0.0,0.0,
13234,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1206,100.0,,100.0,100.0,100.0,0.0,
13235,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1208,100.0,,100.0,100.0,100.0,0.0,
13236,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1209,100.0,,0.0,100.0,0.0,100.0,
13237,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1210,100.0,,0.0,100.0,0.0,100.0,
13238,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1211,100.0,,0.0,100.0,0.0,100.0,
13239,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1213,100.0,,100.0,100.0,100.0,0.0,
13240,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1217,100.0,,0.0,100.0,0.0,100.0,
13241,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1219,100.0,,0.0,100.0,0.0,100.0,
13242,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1221,100.0,,0.0,100.0,0.0,100.0,
13243,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1222,100.0,,0.0,100.0,0.0,100.0,
13244,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1223,0.0,,0.0,0.0,0.0,0.0,
13245,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1224,100.0,,100.0,100.0,100.0,0.0,
13246,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1233,100.0,,0.0,100.0,0.0,100.0,
13247,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1237,100.0,,0.0,100.0,0.0,100.0,
13248,InternVL3.5‑8B | SFT‑Blind VQA,math,statistical reasoning,1243,0.0,,0.0,0.0,0.0,0.0,
