,﻿question_num,question_id,answer,confidence,time_spent_seconds,answer_timestamp,participant_id,question,answer_type,answer_original,answer_raw,answer_normalized,correct,answer_similarity,gt_answers,visual_gt,model,meta_model,condition,question_type
2355,379,76384019,yes,0.5,6.22,2025-12-10T23:36:13.198585,02f952bb_20251210_230336,Are there any utensils shown?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2356,379,76384019,no,0.05,23.9,2025-12-08T16:14:44.435417,14d2420f_20251208_150302,Are there any utensils shown?,yes/no,아니요,no,no,0.0,73.4,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2358,379,76384019,yes,0.75,2.33,2025-12-02T10:48:33.695381,29127478_20251202_100107,Are there any utensils shown?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2359,379,76384019,yes,1.0,1.92,2025-11-26T09:11:39.933771,218b2db5_20251126_084136,Are there any utensils shown?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2360,379,76384019,Yes,0.25,12.03,2025-11-26T15:24:42.097311,3238ebaf_20251126_140604,Are there any utensils shown?,yes/no,,Yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2361,379,76384019,I don't know.,0.05,11.54,2025-12-05T23:37:31.623960,3a36e078_20251205_225238,Are there any utensils shown?,yes/no,모르겠습니다,I don't know.,i dont know,0.0,24.4,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2362,379,76384019,yes,0.5,3.85,2025-11-27T14:53:10.279788,5d843d39_20251127_141921,Are there any utensils shown?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2363,379,76384019,no,0.75,3.62,2025-12-11T00:55:30.727076,60de6bd6_20251210_170035,Are there any utensils shown?,yes/no,아니요,no,no,0.0,73.4,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2364,379,76384019,yes,0.25,15.03,2025-11-25T14:48:02.929676,6b3a1a8d_20251125_135446,Are there any utensils shown?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2365,379,76384019,yes,0.5,3.04,2025-12-04T21:55:34.661331,73df43f3_20251204_210431,Are there any utensils shown?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2366,379,76384019,spatula,0.75,27.01,2025-12-13T14:32:29.387149,74d408e5_20251213_134035,Are there any utensils shown?,yes/no,주걱,spatula,spatula,0.0,14.2,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2367,379,76384019,No.,0.25,6.08,2025-12-09T17:10:37.302606,9c5d09f3_20251209_121033,Are there any utensils shown?,yes/no,아니오,No.,no,0.0,73.4,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2368,379,76384019,yes,0.5,3.51,2025-12-10T19:53:02.033784,825ff3e9_20251210_192335,Are there any utensils shown?,yes/no,,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2369,379,76384019,Maybe..,0.05,30.8,2025-12-12T00:28:33.957817,a5909497_20251211_232822,Are there any utensils shown?,yes/no,아마도..,Maybe..,maybe,0.0,40.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2370,379,76384019,No.,0.25,4.5,2025-11-27T20:12:06.254944,b9b2cb98_20251127_193952,Are there any utensils shown?,yes/no,아니다,No.,no,0.0,73.4,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2371,379,76384019,yes,1.0,2.6,2025-11-28T23:04:29.568585,dd0f9986_20251128_222537,Are there any utensils shown?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2372,379,76384019,yes,0.75,2.99,2025-12-03T22:19:05.966296,f616d5c7_20251203_212223,Are there any utensils shown?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2373,379,76384019,yes,1.0,1.28,2025-11-25T21:05:39.699258,d1548553_20251125_202324,Are there any utensils shown?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2374,379,76384019,no,0.25,3.86,2025-12-05T15:44:50.592969,2e184452_20251205_141511_cleaned,Are there any utensils shown?,yes/no,,no,no,0.0,73.4,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any
2375,380,200939002,No.,0.25,2.99,2025-11-24T14:04:00.654534,0756a860_20251124_133827,Are they married?,yes/no,아니오,No.,no,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2376,380,200939002,yes,0.75,3.05,2025-12-10T23:36:16.454563,02f952bb_20251210_230336,Are they married?,yes/no,네,yes,yes,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2377,380,200939002,yes,1.0,3.07,2025-12-08T16:14:47.732649,14d2420f_20251208_150302,Are they married?,yes/no,네,yes,yes,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2379,380,200939002,no,0.75,2.13,2025-12-02T10:48:36.035001,29127478_20251202_100107,Are they married?,yes/no,아니요,no,no,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2380,380,200939002,yes,1.0,2.04,2025-11-26T09:11:42.168382,218b2db5_20251126_084136,Are they married?,yes/no,네,yes,yes,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2381,380,200939002,Yes,0.25,3.08,2025-11-26T15:24:45.417302,3238ebaf_20251126_140604,Are they married?,yes/no,,Yes,yes,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2382,380,200939002,yes,1.0,2.57,2025-12-05T23:37:34.450820,3a36e078_20251205_225238,Are they married?,yes/no,네,yes,yes,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2383,380,200939002,yes,0.5,3.36,2025-11-27T14:53:14.111880,5d843d39_20251127_141921,Are they married?,yes/no,네,yes,yes,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2384,380,200939002,Unknown,0.25,5.51,2025-12-11T00:55:36.498324,60de6bd6_20251210_170035,Are they married?,yes/no,알 수 없음,Unknown,unknown,0.0,32.5,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2385,380,200939002,yes,0.25,2.73,2025-11-25T14:48:05.842508,6b3a1a8d_20251125_135446,Are they married?,yes/no,네,yes,yes,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2386,380,200939002,yes,0.5,3.77,2025-12-04T21:55:38.680572,73df43f3_20251204_210431,Are they married?,yes/no,네,yes,yes,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2387,380,200939002,no,0.25,4.9,2025-12-13T14:32:34.534976,74d408e5_20251213_134035,Are they married?,yes/no,아니요,no,no,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2388,380,200939002,No.,0.25,3.2,2025-12-09T17:10:40.900679,9c5d09f3_20251209_121033,Are they married?,yes/no,아니오,No.,no,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2389,380,200939002,yes,1.0,2.13,2025-12-10T19:53:04.365077,825ff3e9_20251210_192335,Are they married?,yes/no,,yes,yes,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2390,380,200939002,yes,1.0,3.68,2025-12-12T00:28:37.909102,a5909497_20251211_232822,Are they married?,yes/no,네,yes,yes,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2391,380,200939002,I don't know.,0.5,5.67,2025-11-27T20:12:12.141857,b9b2cb98_20251127_193952,Are they married?,yes/no,모릅니다.,I don't know.,i dont know,0.0,26.4,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2392,380,200939002,I don't know.,1.0,5.62,2025-11-28T23:04:35.378482,dd0f9986_20251128_222537,Are they married?,yes/no,모르갰습니다,I don't know.,i dont know,0.0,26.4,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2393,380,200939002,yes,1.0,3.97,2025-12-03T22:19:10.210956,f616d5c7_20251203_212223,Are they married?,yes/no,네,yes,yes,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2394,380,200939002,I don't know.,1.0,2.77,2025-11-25T21:05:42.794668,d1548553_20251125_202324,Are they married?,yes/no,모르겠다,I don't know.,i dont know,0.0,26.4,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2395,380,200939002,yes,0.5,3.28,2025-12-05T15:44:54.121573,2e184452_20251205_141511_cleaned,Are they married?,yes/no,,yes,yes,100.0,86.7,"['no', 'yes', 'no', 'no', 'yes', 'yes', 'yes', 'no', 'yes', 'no']",yes,Humans,humans,inst blind,are they
2396,381,204051000,yes,0.75,2.66,2025-11-24T14:04:03.517882,0756a860_20251124_133827,Are they taking a selfie?,yes/no,네,yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2397,381,204051000,yes,1.0,4.59,2025-12-10T23:36:21.232462,02f952bb_20251210_230336,Are they taking a selfie?,yes/no,네,yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2398,381,204051000,yes,0.5,4.01,2025-12-08T16:14:51.953183,14d2420f_20251208_150302,Are they taking a selfie?,yes/no,네,yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2400,381,204051000,no,0.75,2.29,2025-12-02T10:48:38.535650,29127478_20251202_100107,Are they taking a selfie?,yes/no,아니요,no,no,100.0,97.3,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2401,381,204051000,No.,1.0,2.45,2025-11-26T09:11:44.801139,218b2db5_20251126_084136,Are they taking a selfie?,yes/no,아니오,No.,no,100.0,97.3,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2402,381,204051000,Yes,0.25,2.64,2025-11-26T15:24:48.250039,3238ebaf_20251126_140604,Are they taking a selfie?,yes/no,,Yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2403,381,204051000,yes,0.75,3.37,2025-12-05T23:37:38.098787,3a36e078_20251205_225238,Are they taking a selfie?,yes/no,네,yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2404,381,204051000,yes,0.5,2.34,2025-11-27T14:53:16.678416,5d843d39_20251127_141921,Are they taking a selfie?,yes/no,네,yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2405,381,204051000,no,0.75,3.65,2025-12-11T00:55:40.394187,60de6bd6_20251210_170035,Are they taking a selfie?,yes/no,아니요,no,no,100.0,97.3,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2406,381,204051000,yes,0.5,1.74,2025-11-25T14:48:07.789957,6b3a1a8d_20251125_135446,Are they taking a selfie?,yes/no,네,yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2407,381,204051000,yes,0.75,5.01,2025-12-04T21:55:43.930649,73df43f3_20251204_210431,Are they taking a selfie?,yes/no,네,yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2408,381,204051000,Yes,1.0,3.63,2025-12-13T14:32:38.428188,74d408e5_20251213_134035,Are they taking a selfie?,yes/no,예,Yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2409,381,204051000,yes,0.5,3.18,2025-12-09T17:10:44.484287,9c5d09f3_20251209_121033,Are they taking a selfie?,yes/no,네,yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2410,381,204051000,yes,0.75,2.38,2025-12-10T19:53:07.051333,825ff3e9_20251210_192335,Are they taking a selfie?,yes/no,,yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2411,381,204051000,no,0.5,7.6,2025-12-12T00:28:45.732288,a5909497_20251211_232822,Are they taking a selfie?,yes/no,아니요,no,no,100.0,97.3,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2412,381,204051000,No.,0.25,4.81,2025-11-27T20:12:17.187236,b9b2cb98_20251127_193952,Are they taking a selfie?,yes/no,아니다,No.,no,100.0,97.3,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2413,381,204051000,yes,1.0,7.98,2025-11-28T23:04:43.554205,dd0f9986_20251128_222537,Are they taking a selfie?,yes/no,네,yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2414,381,204051000,yes,0.75,2.88,2025-12-03T22:19:13.291050,f616d5c7_20251203_212223,Are they taking a selfie?,yes/no,네,yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2415,381,204051000,yes,0.75,2.93,2025-11-25T21:05:45.977753,d1548553_20251125_202324,Are they taking a selfie?,yes/no,네,yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2416,381,204051000,yes,0.5,3.13,2025-12-05T15:44:57.546018,2e184452_20251205_141511_cleaned,Are they taking a selfie?,yes/no,,yes,yes,33.3,76.0,"['no', 'no', 'no', 'no', 'no', 'no', 'yes', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2417,382,107511001,yes,0.25,2.96,2025-11-24T14:04:06.692170,0756a860_20251124_133827,Are they in the zoo?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2418,382,107511001,yes,0.75,3.12,2025-12-10T23:36:24.541039,02f952bb_20251210_230336,Are they in the zoo?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2419,382,107511001,no,0.05,4.0,2025-12-08T16:14:56.153042,14d2420f_20251208_150302,Are they in the zoo?,yes/no,아니요,no,no,0.0,73.4,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2421,382,107511001,no,0.75,2.37,2025-12-02T10:48:41.112616,29127478_20251202_100107,Are they in the zoo?,yes/no,아니요,no,no,0.0,73.4,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2422,382,107511001,yes,1.0,1.5,2025-11-26T09:11:46.506116,218b2db5_20251126_084136,Are they in the zoo?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2423,382,107511001,Yes,0.25,1.93,2025-11-26T15:24:50.371208,3238ebaf_20251126_140604,Are they in the zoo?,yes/no,,Yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2424,382,107511001,yes,1.0,2.54,2025-12-05T23:37:40.981200,3a36e078_20251205_225238,Are they in the zoo?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2425,382,107511001,yes,0.5,2.83,2025-11-27T14:53:19.872488,5d843d39_20251127_141921,Are they in the zoo?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2426,382,107511001,no,0.75,3.61,2025-12-11T00:55:44.261578,60de6bd6_20251210_170035,Are they in the zoo?,yes/no,아니요,no,no,0.0,73.4,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2427,382,107511001,yes,0.25,2.25,2025-11-25T14:48:10.262542,6b3a1a8d_20251125_135446,Are they in the zoo?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2428,382,107511001,no,0.75,4.99,2025-12-04T21:55:49.164452,73df43f3_20251204_210431,Are they in the zoo?,yes/no,아니요,no,no,0.0,73.4,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2429,382,107511001,Yes,0.75,4.37,2025-12-13T14:32:43.032230,74d408e5_20251213_134035,Are they in the zoo?,yes/no,예,Yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2430,382,107511001,yes,0.75,2.96,2025-12-09T17:10:47.713158,9c5d09f3_20251209_121033,Are they in the zoo?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2431,382,107511001,yes,0.75,8.31,2025-12-10T19:53:15.648207,825ff3e9_20251210_192335,Are they in the zoo?,yes/no,,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2432,382,107511001,yes,1.0,7.99,2025-12-12T00:28:54.010064,a5909497_20251211_232822,Are they in the zoo?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2433,382,107511001,I don't know.,0.25,4.21,2025-11-27T20:12:21.627562,b9b2cb98_20251127_193952,Are they in the zoo?,yes/no,모른다.,I don't know.,i dont know,0.0,24.4,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2434,382,107511001,yes,0.75,4.88,2025-11-28T23:04:48.636744,dd0f9986_20251128_222537,Are they in the zoo?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2435,382,107511001,yes,0.75,2.57,2025-12-03T22:19:16.150502,f616d5c7_20251203_212223,Are they in the zoo?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2436,382,107511001,yes,0.5,2.9,2025-11-25T21:05:49.172678,d1548553_20251125_202324,Are they in the zoo?,yes/no,네,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2437,382,107511001,yes,0.5,3.54,2025-12-05T15:45:01.320480,2e184452_20251205_141511_cleaned,Are they in the zoo?,yes/no,,yes,yes,100.0,100.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are they
2438,383,528062000,yes,1.0,4.31,2025-11-24T14:04:11.217363,0756a860_20251124_133827,Are they in the kitchen?,yes/no,네,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2439,383,528062000,no,0.75,8.06,2025-12-10T23:36:32.801894,02f952bb_20251210_230336,Are they in the kitchen?,yes/no,아니요,no,no,100.0,100.0,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2440,383,528062000,no,0.05,3.4,2025-12-08T16:14:59.843738,14d2420f_20251208_150302,Are they in the kitchen?,yes/no,아니요,no,no,100.0,100.0,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2442,383,528062000,no,0.75,2.13,2025-12-02T10:48:43.451509,29127478_20251202_100107,Are they in the kitchen?,yes/no,아니요,no,no,100.0,100.0,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2443,383,528062000,yes,0.75,1.94,2025-11-26T09:11:48.634943,218b2db5_20251126_084136,Are they in the kitchen?,yes/no,네,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2444,383,528062000,Yes,0.25,2.91,2025-11-26T15:24:53.473384,3238ebaf_20251126_140604,Are they in the kitchen?,yes/no,,Yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2445,383,528062000,yes,1.0,2.92,2025-12-05T23:37:44.148794,3a36e078_20251205_225238,Are they in the kitchen?,yes/no,네,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2446,383,528062000,yes,0.5,2.41,2025-11-27T14:53:22.712950,5d843d39_20251127_141921,Are they in the kitchen?,yes/no,네,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2447,383,528062000,no,1.0,4.35,2025-12-11T00:55:48.883542,60de6bd6_20251210_170035,Are they in the kitchen?,yes/no,아니요,no,no,100.0,100.0,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2448,383,528062000,yes,0.25,1.66,2025-11-25T14:48:12.121276,6b3a1a8d_20251125_135446,Are they in the kitchen?,yes/no,네,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2449,383,528062000,yes,0.5,3.74,2025-12-04T21:55:53.150326,73df43f3_20251204_210431,Are they in the kitchen?,yes/no,네,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2450,383,528062000,no,0.05,4.11,2025-12-13T14:32:47.361611,74d408e5_20251213_134035,Are they in the kitchen?,yes/no,아니요,no,no,100.0,100.0,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2451,383,528062000,yes,0.5,4.4,2025-12-09T17:10:52.532642,9c5d09f3_20251209_121033,Are they in the kitchen?,yes/no,네,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2452,383,528062000,yes,0.75,1.4,2025-12-10T19:53:17.258776,825ff3e9_20251210_192335,Are they in the kitchen?,yes/no,,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2453,383,528062000,yes,1.0,7.35,2025-12-12T00:29:01.751656,a5909497_20251211_232822,Are they in the kitchen?,yes/no,네,yes,yes,0.0,73.4,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
2454,383,528062000,I don't know.,0.25,5.1,2025-11-27T20:12:26.951934,b9b2cb98_20251127_193952,Are they in the kitchen?,yes/no,모른다.,I don't know.,i dont know,0.0,28.3,"['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",no,Humans,humans,inst blind,are they
