,﻿question_num,question_id,answer,confidence,time_spent_seconds,answer_timestamp,participant_id,question,answer_type,answer_original,answer_raw,answer_normalized,correct,answer_similarity,gt_answers,visual_gt,model,meta_model,condition,question_type,new_question_type
1727,349,480379002,yes,1.0,2.38,2025-11-26T09:09:54.543145,218b2db5_20251126_084136,Is the boat in the water?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1728,349,480379002,Yes,0.25,2.49,2025-11-26T15:19:31.820282,3238ebaf_20251126_140604,Is the boat in the water?,yes/no,,Yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1729,349,480379002,No.,1.0,3.86,2025-12-05T23:34:56.848876,3a36e078_20251205_225238,Is the boat in the water?,yes/no,아니오,No.,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1730,349,480379002,yes,0.5,4.41,2025-11-27T14:50:13.682846,5d843d39_20251127_141921,Is the boat in the water?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1731,349,480379002,yes,0.25,6.81,2025-12-11T00:52:27.919605,60de6bd6_20251210_170035,Is the boat in the water?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1732,349,480379002,yes,0.25,3.18,2025-11-25T14:45:20.773343,6b3a1a8d_20251125_135446,Is the boat in the water?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1733,349,480379002,yes,0.5,8.14,2025-12-04T21:52:28.968834,73df43f3_20251204_210431,Is the boat in the water?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1734,349,480379002,Yes,1.0,4.32,2025-12-13T14:28:01.114426,74d408e5_20251213_134035,Is the boat in the water?,yes/no,예,Yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1735,349,480379002,No.,1.0,5.43,2025-12-09T17:06:35.043629,9c5d09f3_20251209_121033,Is the boat in the water?,yes/no,아니오,No.,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1736,349,480379002,yes,0.05,3.29,2025-12-10T19:50:43.349378,825ff3e9_20251210_192335,Is the boat in the water?,yes/no,,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1737,349,480379002,It's on the water.,0.5,6.12,2025-12-12T00:24:25.098344,a5909497_20251211_232822,Is the boat in the water?,yes/no,물위에 있어요,It's on the water.,its on the water,0.0,0.1363481879234314,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1738,349,480379002,yes,0.25,3.23,2025-11-27T20:09:21.134080,b9b2cb98_20251127_193952,Is the boat in the water?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1739,349,480379002,No.,1.0,5.24,2025-11-28T23:02:20.817043,dd0f9986_20251128_222537,Is the boat in the water?,yes/no,아니오,No.,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1740,349,480379002,yes,0.75,6.04,2025-12-03T22:16:28.167973,f616d5c7_20251203_212223,Is the boat in the water?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1741,349,480379002,No.,0.75,8.01,2025-11-25T21:04:05.391733,d1548553_20251125_202324,Is the boat in the water?,yes/no,아니오,No.,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1745,349,480379002,yes,0.5,3.5,2025-12-05T15:42:15.169259,2e184452_20251205_141511_cleaned,Is the boat in the water?,yes/no,,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,is the,Yes/No
1746,350,522446001,5,0.75,3.38,2025-11-24T14:01:58.314949,0756a860_20251124_133827,How many people are sitting at the bar?,number,,5,5,1.0,0.8786424160003662,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1747,350,522446001,two people,0.5,5.34,2025-12-10T23:33:42.619948,02f952bb_20251210_230336,How many people are sitting at the bar?,number,2명,two people,two people,0.0,0.09752492755651473,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1748,350,522446001,Three people,0.25,3.12,2025-12-08T16:11:03.270938,14d2420f_20251208_150302,How many people are sitting at the bar?,number,3명,Three people,three people,0.0,0.22364747673273086,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1750,350,522446001,Five people,0.75,7.81,2025-12-02T10:46:11.238923,29127478_20251202_100107,How many people are sitting at the bar?,number,5명,Five people,five people,0.0,0.46013121008872987,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1751,350,522446001,4,1.0,2.23,2025-11-26T09:09:56.965315,218b2db5_20251126_084136,How many people are sitting at the bar?,number,,4,4,0.0,0.7997177541255951,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1752,350,522446001,2,0.25,2.51,2025-11-26T15:19:34.669844,3238ebaf_20251126_140604,How many people are sitting at the bar?,number,,2,2,0.0,0.6715991735458374,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1753,350,522446001,2,1.0,3.77,2025-12-05T23:35:00.891512,3a36e078_20251205_225238,How many people are sitting at the bar?,number,,2,2,0.0,0.6715991735458374,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1754,350,522446001,2,0.25,5.54,2025-11-27T14:50:19.583968,5d843d39_20251127_141921,How many people are sitting at the bar?,number,,2,2,0.0,0.6715991735458374,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1755,350,522446001,3,0.25,5.65,2025-12-11T00:52:33.798653,60de6bd6_20251210_170035,How many people are sitting at the bar?,number,,3,3,0.0,0.7465461790561676,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1756,350,522446001,Three people,0.25,4.23,2025-11-25T14:45:25.208481,6b3a1a8d_20251125_135446,How many people are sitting at the bar?,number,3명,Three people,three people,0.0,0.22364747673273086,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1757,350,522446001,2,0.75,4.27,2025-12-04T21:52:33.488747,73df43f3_20251204_210431,How many people are sitting at the bar?,number,,2,2,0.0,0.6715991735458374,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1758,350,522446001,6,0.25,4.66,2025-12-13T14:28:06.031774,74d408e5_20251213_134035,How many people are sitting at the bar?,number,,6,6,1.0,0.9479896068572998,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1759,350,522446001,2,0.5,5.89,2025-12-09T17:06:41.340725,9c5d09f3_20251209_121033,How many people are sitting at the bar?,number,,2,2,0.0,0.6715991735458374,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1760,350,522446001,2,0.75,2.86,2025-12-10T19:50:46.512712,825ff3e9_20251210_192335,How many people are sitting at the bar?,number,,2,2,0.0,0.6715991735458374,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1761,350,522446001,Three people,0.75,4.76,2025-12-12T00:24:30.076180,a5909497_20251211_232822,How many people are sitting at the bar?,number,3명,Three people,three people,0.0,0.22364747673273086,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1762,350,522446001,Three people,0.25,3.69,2025-11-27T20:09:25.047677,b9b2cb98_20251127_193952,How many people are sitting at the bar?,number,3명,Three people,three people,0.0,0.22364747673273086,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1763,350,522446001,Three people,1.0,4.81,2025-11-28T23:02:25.824436,dd0f9986_20251128_222537,How many people are sitting at the bar?,number,3명,Three people,three people,0.0,0.22364747673273086,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1764,350,522446001,Three people,0.75,3.78,2025-12-03T22:16:32.245206,f616d5c7_20251203_212223,How many people are sitting at the bar?,number,3명,Three people,three people,0.0,0.22364747673273086,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1765,350,522446001,white,0.5,3.44,2025-12-05T15:42:18.843739,2e184452_20251205_141511_cleaned,How many people are sitting at the bar?,number,,white,white,0.0,0.35994163155555725,"['6', '6', '6', '6', '5', '6', '5', '6', '6', '5']",6,Humans,humans,inst blind,how many people are,Number
1766,351,388974004,Milk,0.75,4.36,2025-11-24T14:02:02.901113,0756a860_20251124_133827,What is the baby eating?,other,우유,Milk,milk,0.0,0.3549020290374756,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1767,351,388974004,baby food,1.0,3.42,2025-12-10T23:33:46.232454,02f952bb_20251210_230336,What is the baby eating?,other,이유식,baby food,baby food,0.0,0.32903698086738586,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1768,351,388974004,baby food,0.75,3.26,2025-12-08T16:11:06.742317,14d2420f_20251208_150302,What is the baby eating?,other,이유식,baby food,baby food,0.0,0.32903698086738586,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1770,351,388974004,Milk,1.0,3.45,2025-12-02T10:46:14.893236,29127478_20251202_100107,What is the baby eating?,other,우유,Milk,milk,0.0,0.3549020290374756,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1771,351,388974004,powdered milk,1.0,3.45,2025-11-26T09:10:00.605010,218b2db5_20251126_084136,What is the baby eating?,other,분유,powdered milk,powdered milk,0.0,0.2334219217300415,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1772,351,388974004,carrot,0.25,8.07,2025-11-26T15:19:43.048882,3238ebaf_20251126_140604,What is the baby eating?,other,,carrot,carrot,0.0,0.3229157328605652,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1773,351,388974004,yes,1.0,4.47,2025-12-05T23:35:05.644562,3a36e078_20251205_225238,What is the baby eating?,other,네,yes,yes,0.0,0.25003454089164734,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1774,351,388974004,Milk,0.5,10.94,2025-11-27T14:50:30.771237,5d843d39_20251127_141921,What is the baby eating?,other,우유,Milk,milk,0.0,0.3549020290374756,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1775,351,388974004,baby food,0.75,3.71,2025-12-11T00:52:37.753370,60de6bd6_20251210_170035,What is the baby eating?,other,이유식,baby food,baby food,0.0,0.32903698086738586,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1776,351,388974004,Snacks,0.5,4.22,2025-11-25T14:45:29.647156,6b3a1a8d_20251125_135446,What is the baby eating?,other,과자,Snacks,snacks,0.0,0.30611976981163025,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1777,351,388974004,cake,0.75,8.51,2025-12-04T21:52:42.224357,73df43f3_20251204_210431,What is the baby eating?,other,케이크,cake,cake,0.0,0.3867605924606323,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1778,351,388974004,baby food,0.75,5.8,2025-12-13T14:28:12.085158,74d408e5_20251213_134035,What is the baby eating?,other,이유식,baby food,baby food,0.0,0.32903698086738586,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1779,351,388974004,baby food,0.75,24.55,2025-12-09T17:07:06.327210,9c5d09f3_20251209_121033,What is the baby eating?,other,이유식,baby food,baby food,0.0,0.32903698086738586,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1780,351,388974004,carrot,1.0,4.24,2025-12-10T19:50:51.055114,825ff3e9_20251210_192335,What is the baby eating?,other,,carrot,carrot,0.0,0.3229157328605652,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1781,351,388974004,baby food,0.75,4.08,2025-12-12T00:24:34.460496,a5909497_20251211_232822,What is the baby eating?,other,이유식,baby food,baby food,0.0,0.32903698086738586,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1782,351,388974004,baby food,0.25,3.17,2025-11-27T20:09:28.443080,b9b2cb98_20251127_193952,What is the baby eating?,other,이유식,baby food,baby food,0.0,0.32903698086738586,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1783,351,388974004,powdered milk,1.0,7.69,2025-11-28T23:02:33.703930,dd0f9986_20251128_222537,What is the baby eating?,other,분유,powdered milk,powdered milk,0.0,0.2334219217300415,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1784,351,388974004,Milk,0.75,3.09,2025-12-03T22:16:35.656027,f616d5c7_20251203_212223,What is the baby eating?,other,우유,Milk,milk,0.0,0.3549020290374756,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1785,351,388974004,baby food,0.75,4.63,2025-11-25T21:04:19.125273,d1548553_20251125_202324,What is the baby eating?,other,이유식,baby food,baby food,0.0,0.32903698086738586,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1786,351,388974004,no,0.5,4.42,2025-12-05T15:42:23.504151,2e184452_20251205_141511_cleaned,What is the baby eating?,other,,no,no,0.0,0.2534094452857971,"['hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog', 'hot dog']",hot dog,Humans,humans,inst blind,what is the,Attribute/Object
1787,352,8351002,No.,1.0,4.62,2025-11-24T14:02:07.703925,0756a860_20251124_133827,Are the dogs the same breed?,yes/no,아니오,No.,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1788,352,8351002,no,0.5,4.58,2025-12-10T23:33:50.992836,02f952bb_20251210_230336,Are the dogs the same breed?,yes/no,아니요,no,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1789,352,8351002,no,0.25,3.26,2025-12-08T16:11:10.194659,14d2420f_20251208_150302,Are the dogs the same breed?,yes/no,아니요,no,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1791,352,8351002,no,0.75,3.01,2025-12-02T10:46:18.108497,29127478_20251202_100107,Are the dogs the same breed?,yes/no,아니요,no,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1792,352,8351002,yes,1.0,2.09,2025-11-26T09:10:02.886285,218b2db5_20251126_084136,Are the dogs the same breed?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1793,352,8351002,Yes,0.25,6.19,2025-11-26T15:19:49.561822,3238ebaf_20251126_140604,Are the dogs the same breed?,yes/no,,Yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1794,352,8351002,No.,0.5,3.62,2025-12-05T23:35:09.529631,3a36e078_20251205_225238,Are the dogs the same breed?,yes/no,아니오,No.,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1795,352,8351002,yes,0.5,4.3,2025-11-27T14:50:35.456299,5d843d39_20251127_141921,Are the dogs the same breed?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1796,352,8351002,no,0.75,3.24,2025-12-11T00:52:41.330359,60de6bd6_20251210_170035,Are the dogs the same breed?,yes/no,아니요,no,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1797,352,8351002,No.,0.5,4.17,2025-11-25T14:45:34.008688,6b3a1a8d_20251125_135446,Are the dogs the same breed?,yes/no,아니오,No.,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1798,352,8351002,No.,0.5,4.26,2025-12-04T21:52:46.738936,73df43f3_20251204_210431,Are the dogs the same breed?,yes/no,아뇨,No.,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1799,352,8351002,no,0.5,3.94,2025-12-13T14:28:16.258457,74d408e5_20251213_134035,Are the dogs the same breed?,yes/no,아니요,no,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1800,352,8351002,No.,0.5,4.83,2025-12-09T17:07:11.544406,9c5d09f3_20251209_121033,Are the dogs the same breed?,yes/no,아니오,No.,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1801,352,8351002,no,0.75,2.97,2025-12-10T19:50:54.233757,825ff3e9_20251210_192335,Are the dogs the same breed?,yes/no,,no,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1802,352,8351002,yes,1.0,7.87,2025-12-12T00:24:42.614747,a5909497_20251211_232822,Are the dogs the same breed?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1803,352,8351002,no,0.25,3.61,2025-11-27T20:09:32.273591,b9b2cb98_20251127_193952,Are the dogs the same breed?,yes/no,아니요,no,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1804,352,8351002,yes,0.5,3.9,2025-11-28T23:02:37.801079,dd0f9986_20251128_222537,Are the dogs the same breed?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1805,352,8351002,No.,0.75,3.04,2025-12-03T22:16:38.888670,f616d5c7_20251203_212223,Are the dogs the same breed?,yes/no,아니오,No.,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1806,352,8351002,yes,1.0,1.99,2025-11-25T21:04:21.331375,d1548553_20251125_202324,Are the dogs the same breed?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1807,352,8351002,no,0.5,4.85,2025-12-05T15:42:28.620444,2e184452_20251205_141511_cleaned,Are the dogs the same breed?,yes/no,,no,no,0.0,0.7335874438285828,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are the,Yes/No
1808,353,531086004,yes,0.75,3.93,2025-11-24T14:02:11.830140,0756a860_20251124_133827,Are there any magnets on the fridge?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any,Yes/No
1809,353,531086004,yes,0.75,2.69,2025-12-10T23:33:53.879315,02f952bb_20251210_230336,Are there any magnets on the fridge?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any,Yes/No
1810,353,531086004,"Yes, there are 3.",0.75,4.12,2025-12-08T16:11:14.821738,14d2420f_20251208_150302,Are there any magnets on the fridge?,yes/no,네 3개 있어요,"Yes, there are 3.",yes there are 3,0.0,0.3156871199607849,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any,Yes/No
1812,353,531086004,yes,0.75,3.49,2025-12-02T10:46:21.795741,29127478_20251202_100107,Are there any magnets on the fridge?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any,Yes/No
1813,353,531086004,yes,1.0,2.65,2025-11-26T09:10:05.731638,218b2db5_20251126_084136,Are there any magnets on the fridge?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any,Yes/No
1814,353,531086004,Yes,0.25,2.53,2025-11-26T15:19:52.369113,3238ebaf_20251126_140604,Are there any magnets on the fridge?,yes/no,,Yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any,Yes/No
1815,353,531086004,yes,1.0,4.22,2025-12-05T23:35:14.118679,3a36e078_20251205_225238,Are there any magnets on the fridge?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any,Yes/No
1816,353,531086004,yes,0.75,24.63,2025-11-27T14:51:00.529689,5d843d39_20251127_141921,Are there any magnets on the fridge?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any,Yes/No
1817,353,531086004,yes,0.75,4.34,2025-12-11T00:52:45.885467,60de6bd6_20251210_170035,Are there any magnets on the fridge?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any,Yes/No
1818,353,531086004,yes,0.5,2.51,2025-11-25T14:45:36.705729,6b3a1a8d_20251125_135446,Are there any magnets on the fridge?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any,Yes/No
1819,353,531086004,yes,0.75,4.05,2025-12-04T21:52:51.057922,73df43f3_20251204_210431,Are there any magnets on the fridge?,yes/no,네,yes,yes,1.0,1.0,"['yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes', 'yes']",yes,Humans,humans,inst blind,are there any,Yes/No
