file,model,dataset,condition,accuracy,correct,total,by_category
vqa_5k_inst_blind.jsonl,Qwen/Qwen3-VL-8B-Instruct/Qwen3-VL-8B-Instruct_A2_vqa_10_blind_instfold_0,vqa_5k,_inst_blind,0.354,1770,5000,"{'what are': {'accuracy': 0.08108108108108109, 'correct': 3, 'total': 37}, 'what is the': {'accuracy': 0.15503875968992248, 'correct': 40, 'total': 258}, 'is this a': {'accuracy': 0.5798816568047337, 'correct': 98, 'total': 169}, 'is': {'accuracy': 0.5942028985507246, 'correct': 41, 'total': 69}, 'how many': {'accuracy': 0.282, 'correct': 141, 'total': 500}, 'is the': {'accuracy': 0.6052631578947368, 'correct': 253, 'total': 418}, 'does the': {'accuracy': 0.6125, 'correct': 49, 'total': 80}, 'what is': {'accuracy': 0.05625, 'correct': 9, 'total': 160}, 'what': {'accuracy': 0.15142857142857144, 'correct': 53, 'total': 350}, 'what color is the': {'accuracy': 0.3215434083601286, 'correct': 100, 'total': 311}, 'none of the above': {'accuracy': 0.4696969696969697, 'correct': 93, 'total': 198}, 'are these': {'accuracy': 0.5333333333333333, 'correct': 40, 'total': 75}, 'what type of': {'accuracy': 0.0594059405940594, 'correct': 6, 'total': 101}, 'what color are the': {'accuracy': 0.3380281690140845, 'correct': 24, 'total': 71}, 'are there': {'accuracy': 0.5633802816901409, 'correct': 40, 'total': 71}, 'what are the': {'accuracy': 0.1323529411764706, 'correct': 9, 'total': 68}, 'can you': {'accuracy': 0.47368421052631576, 'correct': 9, 'total': 19}, 'where are the': {'accuracy': 0.07142857142857142, 'correct': 2, 'total': 28}, 'how': {'accuracy': 0.09615384615384616, 'correct': 5, 'total': 52}, 'what is on the': {'accuracy': 0.2, 'correct': 11, 'total': 55}, 'how many people are': {'accuracy': 0.3611111111111111, 'correct': 13, 'total': 36}, 'is there a': {'accuracy': 0.6403508771929824, 'correct': 73, 'total': 114}, 'is the man': {'accuracy': 0.5416666666666666, 'correct': 39, 'total': 72}, 'is there': {'accuracy': 0.5897435897435898, 'correct': 46, 'total': 78}, 'are they': {'accuracy': 0.4666666666666667, 'correct': 14, 'total': 30}, 'where is the': {'accuracy': 0.0975609756097561, 'correct': 8, 'total': 82}, 'is this': {'accuracy': 0.5789473684210527, 'correct': 110, 'total': 190}, 'who is': {'accuracy': 0.10344827586206896, 'correct': 3, 'total': 29}, 'is he': {'accuracy': 0.4583333333333333, 'correct': 11, 'total': 24}, 'is that a': {'accuracy': 0.631578947368421, 'correct': 12, 'total': 19}, 'what animal is': {'accuracy': 0.25, 'correct': 4, 'total': 16}, 'what kind of': {'accuracy': 0.10071942446043165, 'correct': 14, 'total': 139}, 'what brand': {'accuracy': 0.25, 'correct': 5, 'total': 20}, 'are': {'accuracy': 0.6415094339622641, 'correct': 34, 'total': 53}, 'was': {'accuracy': 0.44, 'correct': 11, 'total': 25}, 'what is the man': {'accuracy': 0.07462686567164178, 'correct': 5, 'total': 67}, 'what color': {'accuracy': 0.225, 'correct': 9, 'total': 40}, 'what is this': {'accuracy': 0.11627906976744186, 'correct': 5, 'total': 43}, 'why': {'accuracy': 0.04878048780487805, 'correct': 2, 'total': 41}, 'is it': {'accuracy': 0.7325581395348837, 'correct': 63, 'total': 86}, 'is the person': {'accuracy': 0.5333333333333333, 'correct': 8, 'total': 15}, 'what is the name': {'accuracy': 0.04, 'correct': 1, 'total': 25}, 'do you': {'accuracy': 0.47058823529411764, 'correct': 8, 'total': 17}, 'why is the': {'accuracy': 0.125, 'correct': 1, 'total': 8}, 'does this': {'accuracy': 0.6981132075471698, 'correct': 37, 'total': 53}, 'do': {'accuracy': 0.6129032258064516, 'correct': 19, 'total': 31}, 'what does the': {'accuracy': 0.11904761904761904, 'correct': 5, 'total': 42}, 'are the': {'accuracy': 0.6451612903225806, 'correct': 80, 'total': 124}, 'what color is': {'accuracy': 0.3333333333333333, 'correct': 11, 'total': 33}, 'what time': {'accuracy': 0.03125, 'correct': 1, 'total': 32}, 'which': {'accuracy': 0.1016949152542373, 'correct': 6, 'total': 59}, 'what is in the': {'accuracy': 0.08108108108108109, 'correct': 3, 'total': 37}, 'is this an': {'accuracy': 0.6111111111111112, 'correct': 11, 'total': 18}, 'are there any': {'accuracy': 0.6333333333333333, 'correct': 19, 'total': 30}, 'could': {'accuracy': 0.75, 'correct': 9, 'total': 12}, 'how many people are in': {'accuracy': 0.17647058823529413, 'correct': 3, 'total': 17}, 'what is the woman': {'accuracy': 0.23529411764705882, 'correct': 4, 'total': 17}, 'what room is': {'accuracy': 0.1111111111111111, 'correct': 2, 'total': 18}, 'what is the person': {'accuracy': 0.047619047619047616, 'correct': 1, 'total': 21}, 'what sport is': {'accuracy': 0.0, 'correct': 0, 'total': 17}, 'is the woman': {'accuracy': 0.5185185185185185, 'correct': 14, 'total': 27}, 'is this person': {'accuracy': 0.6153846153846154, 'correct': 8, 'total': 13}, 'has': {'accuracy': 0.5, 'correct': 7, 'total': 14}, 'what is the color of the': {'accuracy': 0.35714285714285715, 'correct': 5, 'total': 14}, 'what number is': {'accuracy': 0.0, 'correct': 0, 'total': 12}}"
mmstar.jsonl,Qwen/Qwen3-VL-8B-Instruct/Qwen3-VL-8B-Instruct_A3_vqa_15_blind_instfold_0,mmstar,,0.6426666666666667,964,1500,"{'coarse perception': {'accuracy': 0.744, 'correct': 186, 'total': 250}, 'fine-grained perception': {'accuracy': 0.576, 'correct': 144, 'total': 250}, 'instance reasoning': {'accuracy': 0.744, 'correct': 186, 'total': 250}, 'logical reasoning': {'accuracy': 0.66, 'correct': 165, 'total': 250}, 'math': {'accuracy': 0.624, 'correct': 156, 'total': 250}, 'science & technology': {'accuracy': 0.508, 'correct': 127, 'total': 250}}"
mmstar_inst_blind.jsonl,Qwen/Qwen3-VL-8B-Instruct/Qwen3-VL-8B-Instruct_A3_vqa_15_blind_instfold_0,mmstar,_inst_blind,0.2713333333333333,407,1500,"{'coarse perception': {'accuracy': 0.308, 'correct': 77, 'total': 250}, 'fine-grained perception': {'accuracy': 0.208, 'correct': 52, 'total': 250}, 'instance reasoning': {'accuracy': 0.232, 'correct': 58, 'total': 250}, 'logical reasoning': {'accuracy': 0.292, 'correct': 73, 'total': 250}, 'math': {'accuracy': 0.396, 'correct': 99, 'total': 250}, 'science & technology': {'accuracy': 0.192, 'correct': 48, 'total': 250}}"
spubench.jsonl,Qwen/Qwen3-VL-8B-Instruct/Qwen3-VL-8B-Instruct_A3_vqa_15_blind_instfold_0,spubench,,0.0,0,85,"{'Unknown': {'accuracy': 0.0, 'correct': 0, 'total': 85}}"
spubench_inst_blind.jsonl,Qwen/Qwen3-VL-8B-Instruct/Qwen3-VL-8B-Instruct_A3_vqa_15_blind_instfold_0,spubench,_inst_blind,0.0,0,2400,"{'Unknown': {'accuracy': 0.0, 'correct': 0, 'total': 2400}}"
vqa_1k.jsonl,Qwen/Qwen3-VL-8B-Instruct/Qwen3-VL-8B-Instruct_A3_vqa_15_blind_instfold_0,vqa_1k,,0.79,790,1000,"{'what is the woman': {'accuracy': 0.25, 'correct': 1, 'total': 4}, 'is the man': {'accuracy': 1.0, 'correct': 9, 'total': 9}, 'what is the': {'accuracy': 0.7692307692307693, 'correct': 40, 'total': 52}, 'is the': {'accuracy': 0.9545454545454546, 'correct': 84, 'total': 88}, 'is this': {'accuracy': 0.925, 'correct': 37, 'total': 40}, 'does this': {'accuracy': 1.0, 'correct': 14, 'total': 14}, 'what is': {'accuracy': 0.6129032258064516, 'correct': 19, 'total': 31}, 'is': {'accuracy': 0.8461538461538461, 'correct': 11, 'total': 13}, 'what': {'accuracy': 0.6428571428571429, 'correct': 54, 'total': 84}, 'none of the above': {'accuracy': 0.7567567567567568, 'correct': 28, 'total': 37}, 'what are': {'accuracy': 0.6, 'correct': 6, 'total': 10}, 'what color is': {'accuracy': 0.75, 'correct': 6, 'total': 8}, 'is the woman': {'accuracy': 1.0, 'correct': 3, 'total': 3}, 'how many': {'accuracy': 0.7411764705882353, 'correct': 63, 'total': 85}, 'what type of': {'accuracy': 0.631578947368421, 'correct': 12, 'total': 19}, 'what is in the': {'accuracy': 0.7272727272727273, 'correct': 8, 'total': 11}, 'what does the': {'accuracy': 0.6666666666666666, 'correct': 10, 'total': 15}, 'what is this': {'accuracy': 0.6, 'correct': 6, 'total': 10}, 'do': {'accuracy': 0.8333333333333334, 'correct': 10, 'total': 12}, 'is this a': {'accuracy': 0.975609756097561, 'correct': 40, 'total': 41}, 'is there a': {'accuracy': 1.0, 'correct': 21, 'total': 21}, 'is this an': {'accuracy': 1.0, 'correct': 5, 'total': 5}, 'what is on the': {'accuracy': 0.6923076923076923, 'correct': 9, 'total': 13}, 'is there': {'accuracy': 1.0, 'correct': 13, 'total': 13}, 'where is the': {'accuracy': 0.6, 'correct': 9, 'total': 15}, 'why': {'accuracy': 0.2857142857142857, 'correct': 2, 'total': 7}, 'what is the name': {'accuracy': 0.75, 'correct': 3, 'total': 4}, 'who is': {'accuracy': 0.3333333333333333, 'correct': 2, 'total': 6}, 'are they': {'accuracy': 1.0, 'correct': 6, 'total': 6}, 'what kind of': {'accuracy': 0.75, 'correct': 18, 'total': 24}, 'does the': {'accuracy': 1.0, 'correct': 14, 'total': 14}, 'what color is the': {'accuracy': 0.847457627118644, 'correct': 50, 'total': 59}, 'what color are the': {'accuracy': 0.8181818181818182, 'correct': 9, 'total': 11}, 'what is the person': {'accuracy': 1.0, 'correct': 2, 'total': 2}, 'which': {'accuracy': 0.5, 'correct': 7, 'total': 14}, 'what color': {'accuracy': 0.75, 'correct': 9, 'total': 12}, 'are the': {'accuracy': 0.8571428571428571, 'correct': 18, 'total': 21}, 'what is the man': {'accuracy': 0.46153846153846156, 'correct': 6, 'total': 13}, 'why is the': {'accuracy': 0.4, 'correct': 2, 'total': 5}, 'what are the': {'accuracy': 0.5384615384615384, 'correct': 7, 'total': 13}, 'what is the color of the': {'accuracy': 1.0, 'correct': 5, 'total': 5}, 'are these': {'accuracy': 1.0, 'correct': 11, 'total': 11}, 'where are the': {'accuracy': 0.42857142857142855, 'correct': 3, 'total': 7}, 'could': {'accuracy': 1.0, 'correct': 7, 'total': 7}, 'is it': {'accuracy': 1.0, 'correct': 15, 'total': 15}, 'how': {'accuracy': 0.0, 'correct': 0, 'total': 8}, 'can you': {'accuracy': 0.8, 'correct': 4, 'total': 5}, 'how many people are': {'accuracy': 0.7142857142857143, 'correct': 5, 'total': 7}, 'what animal is': {'accuracy': 0.8, 'correct': 4, 'total': 5}, 'has': {'accuracy': 1.0, 'correct': 2, 'total': 2}, 'are': {'accuracy': 1.0, 'correct': 12, 'total': 12}, 'is that a': {'accuracy': 1.0, 'correct': 4, 'total': 4}, 'was': {'accuracy': 1.0, 'correct': 2, 'total': 2}, 'are there': {'accuracy': 1.0, 'correct': 10, 'total': 10}, 'do you': {'accuracy': 1.0, 'correct': 4, 'total': 4}, 'what number is': {'accuracy': 1.0, 'correct': 4, 'total': 4}, 'what sport is': {'accuracy': 1.0, 'correct': 5, 'total': 5}, 'is he': {'accuracy': 1.0, 'correct': 3, 'total': 3}, 'how many people are in': {'accuracy': 0.75, 'correct': 3, 'total': 4}, 'are there any': {'accuracy': 1.0, 'correct': 9, 'total': 9}, 'what time': {'accuracy': 0.3333333333333333, 'correct': 1, 'total': 3}, 'what room is': {'accuracy': 1.0, 'correct': 2, 'total': 2}, 'is this person': {'accuracy': 1.0, 'correct': 1, 'total': 1}, 'is the person': {'accuracy': 1.0, 'correct': 1, 'total': 1}}"
vqa_1k_inst_blind.jsonl,Qwen/Qwen3-VL-8B-Instruct/Qwen3-VL-8B-Instruct_A3_vqa_15_blind_instfold_0,vqa_1k,_inst_blind,0.332,332,1000,"{'what is the woman': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'is the man': {'accuracy': 0.7777777777777778, 'correct': 7, 'total': 9}, 'what is the': {'accuracy': 0.11538461538461539, 'correct': 6, 'total': 52}, 'is the': {'accuracy': 0.6022727272727273, 'correct': 53, 'total': 88}, 'is this': {'accuracy': 0.575, 'correct': 23, 'total': 40}, 'does this': {'accuracy': 0.5714285714285714, 'correct': 8, 'total': 14}, 'what is': {'accuracy': 0.06451612903225806, 'correct': 2, 'total': 31}, 'is': {'accuracy': 0.5384615384615384, 'correct': 7, 'total': 13}, 'what': {'accuracy': 0.16666666666666666, 'correct': 14, 'total': 84}, 'none of the above': {'accuracy': 0.40540540540540543, 'correct': 15, 'total': 37}, 'what are': {'accuracy': 0.1, 'correct': 1, 'total': 10}, 'what color is': {'accuracy': 0.25, 'correct': 2, 'total': 8}, 'is the woman': {'accuracy': 0.3333333333333333, 'correct': 1, 'total': 3}, 'how many': {'accuracy': 0.2823529411764706, 'correct': 24, 'total': 85}, 'what type of': {'accuracy': 0.2631578947368421, 'correct': 5, 'total': 19}, 'what is in the': {'accuracy': 0.18181818181818182, 'correct': 2, 'total': 11}, 'what does the': {'accuracy': 0.06666666666666667, 'correct': 1, 'total': 15}, 'what is this': {'accuracy': 0.0, 'correct': 0, 'total': 10}, 'do': {'accuracy': 0.5833333333333334, 'correct': 7, 'total': 12}, 'is this a': {'accuracy': 0.43902439024390244, 'correct': 18, 'total': 41}, 'is there a': {'accuracy': 0.6666666666666666, 'correct': 14, 'total': 21}, 'is this an': {'accuracy': 0.6, 'correct': 3, 'total': 5}, 'what is on the': {'accuracy': 0.15384615384615385, 'correct': 2, 'total': 13}, 'is there': {'accuracy': 0.5384615384615384, 'correct': 7, 'total': 13}, 'where is the': {'accuracy': 0.13333333333333333, 'correct': 2, 'total': 15}, 'why': {'accuracy': 0.0, 'correct': 0, 'total': 7}, 'what is the name': {'accuracy': 0.25, 'correct': 1, 'total': 4}, 'who is': {'accuracy': 0.3333333333333333, 'correct': 2, 'total': 6}, 'are they': {'accuracy': 0.8333333333333334, 'correct': 5, 'total': 6}, 'what kind of': {'accuracy': 0.2916666666666667, 'correct': 7, 'total': 24}, 'does the': {'accuracy': 0.7857142857142857, 'correct': 11, 'total': 14}, 'what color is the': {'accuracy': 0.11864406779661017, 'correct': 7, 'total': 59}, 'what color are the': {'accuracy': 0.0, 'correct': 0, 'total': 11}, 'what is the person': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'which': {'accuracy': 0.21428571428571427, 'correct': 3, 'total': 14}, 'what color': {'accuracy': 0.25, 'correct': 3, 'total': 12}, 'are the': {'accuracy': 0.5714285714285714, 'correct': 12, 'total': 21}, 'what is the man': {'accuracy': 0.07692307692307693, 'correct': 1, 'total': 13}, 'why is the': {'accuracy': 0.0, 'correct': 0, 'total': 5}, 'what are the': {'accuracy': 0.23076923076923078, 'correct': 3, 'total': 13}, 'what is the color of the': {'accuracy': 0.2, 'correct': 1, 'total': 5}, 'are these': {'accuracy': 0.7272727272727273, 'correct': 8, 'total': 11}, 'where are the': {'accuracy': 0.2857142857142857, 'correct': 2, 'total': 7}, 'could': {'accuracy': 0.5714285714285714, 'correct': 4, 'total': 7}, 'is it': {'accuracy': 0.6666666666666666, 'correct': 10, 'total': 15}, 'how': {'accuracy': 0.0, 'correct': 0, 'total': 8}, 'can you': {'accuracy': 0.6, 'correct': 3, 'total': 5}, 'how many people are': {'accuracy': 0.14285714285714285, 'correct': 1, 'total': 7}, 'what animal is': {'accuracy': 0.0, 'correct': 0, 'total': 5}, 'has': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'are': {'accuracy': 0.5, 'correct': 6, 'total': 12}, 'is that a': {'accuracy': 0.25, 'correct': 1, 'total': 4}, 'was': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'are there': {'accuracy': 0.6, 'correct': 6, 'total': 10}, 'do you': {'accuracy': 0.5, 'correct': 2, 'total': 4}, 'what number is': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'what sport is': {'accuracy': 0.0, 'correct': 0, 'total': 5}, 'is he': {'accuracy': 0.6666666666666666, 'correct': 2, 'total': 3}, 'how many people are in': {'accuracy': 0.0, 'correct': 0, 'total': 4}, 'are there any': {'accuracy': 0.5555555555555556, 'correct': 5, 'total': 9}, 'what time': {'accuracy': 0.3333333333333333, 'correct': 1, 'total': 3}, 'what room is': {'accuracy': 0.0, 'correct': 0, 'total': 2}, 'is this person': {'accuracy': 0.0, 'correct': 0, 'total': 1}, 'is the person': {'accuracy': 1.0, 'correct': 1, 'total': 1}}"
vqa_5k.jsonl,Qwen/Qwen3-VL-8B-Instruct/Qwen3-VL-8B-Instruct_A3_vqa_15_blind_instfold_0,vqa_5k,,0.7758,3879,5000,"{'what are': {'accuracy': 0.6216216216216216, 'correct': 23, 'total': 37}, 'what is the': {'accuracy': 0.6550387596899225, 'correct': 169, 'total': 258}, 'is this a': {'accuracy': 0.9526627218934911, 'correct': 161, 'total': 169}, 'is': {'accuracy': 0.9420289855072463, 'correct': 65, 'total': 69}, 'how many': {'accuracy': 0.72, 'correct': 360, 'total': 500}, 'is the': {'accuracy': 0.930622009569378, 'correct': 389, 'total': 418}, 'does the': {'accuracy': 0.875, 'correct': 70, 'total': 80}, 'what is': {'accuracy': 0.7, 'correct': 112, 'total': 160}, 'what': {'accuracy': 0.6428571428571429, 'correct': 225, 'total': 350}, 'what color is the': {'accuracy': 0.8456591639871383, 'correct': 263, 'total': 311}, 'none of the above': {'accuracy': 0.7171717171717171, 'correct': 142, 'total': 198}, 'are these': {'accuracy': 0.88, 'correct': 66, 'total': 75}, 'what type of': {'accuracy': 0.6336633663366337, 'correct': 64, 'total': 101}, 'what color are the': {'accuracy': 0.8450704225352113, 'correct': 60, 'total': 71}, 'are there': {'accuracy': 0.9577464788732394, 'correct': 68, 'total': 71}, 'what are the': {'accuracy': 0.7058823529411765, 'correct': 48, 'total': 68}, 'can you': {'accuracy': 0.7894736842105263, 'correct': 15, 'total': 19}, 'where are the': {'accuracy': 0.35714285714285715, 'correct': 10, 'total': 28}, 'how': {'accuracy': 0.23076923076923078, 'correct': 12, 'total': 52}, 'what is on the': {'accuracy': 0.7090909090909091, 'correct': 39, 'total': 55}, 'how many people are': {'accuracy': 0.8333333333333334, 'correct': 30, 'total': 36}, 'is there a': {'accuracy': 0.9736842105263158, 'correct': 111, 'total': 114}, 'is the man': {'accuracy': 0.9027777777777778, 'correct': 65, 'total': 72}, 'is there': {'accuracy': 0.9487179487179487, 'correct': 74, 'total': 78}, 'are they': {'accuracy': 0.8666666666666667, 'correct': 26, 'total': 30}, 'where is the': {'accuracy': 0.4634146341463415, 'correct': 38, 'total': 82}, 'is this': {'accuracy': 0.9263157894736842, 'correct': 176, 'total': 190}, 'who is': {'accuracy': 0.6896551724137931, 'correct': 20, 'total': 29}, 'is he': {'accuracy': 0.9583333333333334, 'correct': 23, 'total': 24}, 'is that a': {'accuracy': 1.0, 'correct': 19, 'total': 19}, 'what animal is': {'accuracy': 0.75, 'correct': 12, 'total': 16}, 'what kind of': {'accuracy': 0.6330935251798561, 'correct': 88, 'total': 139}, 'what brand': {'accuracy': 0.65, 'correct': 13, 'total': 20}, 'are': {'accuracy': 0.8679245283018868, 'correct': 46, 'total': 53}, 'was': {'accuracy': 0.92, 'correct': 23, 'total': 25}, 'what is the man': {'accuracy': 0.835820895522388, 'correct': 56, 'total': 67}, 'what color': {'accuracy': 0.825, 'correct': 33, 'total': 40}, 'what is this': {'accuracy': 0.6046511627906976, 'correct': 26, 'total': 43}, 'why': {'accuracy': 0.12195121951219512, 'correct': 5, 'total': 41}, 'is it': {'accuracy': 0.9651162790697675, 'correct': 83, 'total': 86}, 'is the person': {'accuracy': 1.0, 'correct': 15, 'total': 15}, 'what is the name': {'accuracy': 0.6, 'correct': 15, 'total': 25}, 'do you': {'accuracy': 0.9411764705882353, 'correct': 16, 'total': 17}, 'why is the': {'accuracy': 0.25, 'correct': 2, 'total': 8}, 'does this': {'accuracy': 0.8490566037735849, 'correct': 45, 'total': 53}, 'do': {'accuracy': 0.8709677419354839, 'correct': 27, 'total': 31}, 'what does the': {'accuracy': 0.7142857142857143, 'correct': 30, 'total': 42}, 'are the': {'accuracy': 0.9032258064516129, 'correct': 112, 'total': 124}, 'what color is': {'accuracy': 0.8787878787878788, 'correct': 29, 'total': 33}, 'what time': {'accuracy': 0.1875, 'correct': 6, 'total': 32}, 'which': {'accuracy': 0.5084745762711864, 'correct': 30, 'total': 59}, 'what is in the': {'accuracy': 0.8108108108108109, 'correct': 30, 'total': 37}, 'is this an': {'accuracy': 1.0, 'correct': 18, 'total': 18}, 'are there any': {'accuracy': 0.9333333333333333, 'correct': 28, 'total': 30}, 'could': {'accuracy': 0.8333333333333334, 'correct': 10, 'total': 12}, 'how many people are in': {'accuracy': 0.6470588235294118, 'correct': 11, 'total': 17}, 'what is the woman': {'accuracy': 0.7647058823529411, 'correct': 13, 'total': 17}, 'what room is': {'accuracy': 0.9444444444444444, 'correct': 17, 'total': 18}, 'what is the person': {'accuracy': 0.6666666666666666, 'correct': 14, 'total': 21}, 'what sport is': {'accuracy': 0.9411764705882353, 'correct': 16, 'total': 17}, 'is the woman': {'accuracy': 0.8888888888888888, 'correct': 24, 'total': 27}, 'is this person': {'accuracy': 0.6923076923076923, 'correct': 9, 'total': 13}, 'has': {'accuracy': 0.9285714285714286, 'correct': 13, 'total': 14}, 'what is the color of the': {'accuracy': 0.8571428571428571, 'correct': 12, 'total': 14}, 'what number is': {'accuracy': 0.75, 'correct': 9, 'total': 12}}"
vqa_5k_inst_blind.jsonl,Qwen/Qwen3-VL-8B-Instruct/Qwen3-VL-8B-Instruct_A3_vqa_15_blind_instfold_0,vqa_5k,_inst_blind,0.3408,1704,5000,"{'what are': {'accuracy': 0.13513513513513514, 'correct': 5, 'total': 37}, 'what is the': {'accuracy': 0.13953488372093023, 'correct': 36, 'total': 258}, 'is this a': {'accuracy': 0.6094674556213018, 'correct': 103, 'total': 169}, 'is': {'accuracy': 0.5507246376811594, 'correct': 38, 'total': 69}, 'how many': {'accuracy': 0.166, 'correct': 83, 'total': 500}, 'is the': {'accuracy': 0.5980861244019139, 'correct': 250, 'total': 418}, 'does the': {'accuracy': 0.5375, 'correct': 43, 'total': 80}, 'what is': {'accuracy': 0.125, 'correct': 20, 'total': 160}, 'what': {'accuracy': 0.18, 'correct': 63, 'total': 350}, 'what color is the': {'accuracy': 0.2057877813504823, 'correct': 64, 'total': 311}, 'none of the above': {'accuracy': 0.43434343434343436, 'correct': 86, 'total': 198}, 'are these': {'accuracy': 0.5466666666666666, 'correct': 41, 'total': 75}, 'what type of': {'accuracy': 0.1485148514851485, 'correct': 15, 'total': 101}, 'what color are the': {'accuracy': 0.3380281690140845, 'correct': 24, 'total': 71}, 'are there': {'accuracy': 0.5774647887323944, 'correct': 41, 'total': 71}, 'what are the': {'accuracy': 0.10294117647058823, 'correct': 7, 'total': 68}, 'can you': {'accuracy': 0.5789473684210527, 'correct': 11, 'total': 19}, 'where are the': {'accuracy': 0.03571428571428571, 'correct': 1, 'total': 28}, 'how': {'accuracy': 0.11538461538461539, 'correct': 6, 'total': 52}, 'what is on the': {'accuracy': 0.2, 'correct': 11, 'total': 55}, 'how many people are': {'accuracy': 0.19444444444444445, 'correct': 7, 'total': 36}, 'is there a': {'accuracy': 0.543859649122807, 'correct': 62, 'total': 114}, 'is the man': {'accuracy': 0.5694444444444444, 'correct': 41, 'total': 72}, 'is there': {'accuracy': 0.5769230769230769, 'correct': 45, 'total': 78}, 'are they': {'accuracy': 0.7333333333333333, 'correct': 22, 'total': 30}, 'where is the': {'accuracy': 0.10975609756097561, 'correct': 9, 'total': 82}, 'is this': {'accuracy': 0.6052631578947368, 'correct': 115, 'total': 190}, 'who is': {'accuracy': 0.2413793103448276, 'correct': 7, 'total': 29}, 'is he': {'accuracy': 0.5416666666666666, 'correct': 13, 'total': 24}, 'is that a': {'accuracy': 0.7368421052631579, 'correct': 14, 'total': 19}, 'what animal is': {'accuracy': 0.1875, 'correct': 3, 'total': 16}, 'what kind of': {'accuracy': 0.15827338129496402, 'correct': 22, 'total': 139}, 'what brand': {'accuracy': 0.25, 'correct': 5, 'total': 20}, 'are': {'accuracy': 0.5471698113207547, 'correct': 29, 'total': 53}, 'was': {'accuracy': 0.48, 'correct': 12, 'total': 25}, 'what is the man': {'accuracy': 0.1044776119402985, 'correct': 7, 'total': 67}, 'what color': {'accuracy': 0.125, 'correct': 5, 'total': 40}, 'what is this': {'accuracy': 0.13953488372093023, 'correct': 6, 'total': 43}, 'why': {'accuracy': 0.024390243902439025, 'correct': 1, 'total': 41}, 'is it': {'accuracy': 0.7093023255813954, 'correct': 61, 'total': 86}, 'is the person': {'accuracy': 0.3333333333333333, 'correct': 5, 'total': 15}, 'what is the name': {'accuracy': 0.08, 'correct': 2, 'total': 25}, 'do you': {'accuracy': 0.5882352941176471, 'correct': 10, 'total': 17}, 'why is the': {'accuracy': 0.0, 'correct': 0, 'total': 8}, 'does this': {'accuracy': 0.6981132075471698, 'correct': 37, 'total': 53}, 'do': {'accuracy': 0.6129032258064516, 'correct': 19, 'total': 31}, 'what does the': {'accuracy': 0.047619047619047616, 'correct': 2, 'total': 42}, 'are the': {'accuracy': 0.5967741935483871, 'correct': 74, 'total': 124}, 'what color is': {'accuracy': 0.2727272727272727, 'correct': 9, 'total': 33}, 'what time': {'accuracy': 0.03125, 'correct': 1, 'total': 32}, 'which': {'accuracy': 0.23728813559322035, 'correct': 14, 'total': 59}, 'what is in the': {'accuracy': 0.16216216216216217, 'correct': 6, 'total': 37}, 'is this an': {'accuracy': 0.7222222222222222, 'correct': 13, 'total': 18}, 'are there any': {'accuracy': 0.4666666666666667, 'correct': 14, 'total': 30}, 'could': {'accuracy': 0.8333333333333334, 'correct': 10, 'total': 12}, 'how many people are in': {'accuracy': 0.0, 'correct': 0, 'total': 17}, 'what is the woman': {'accuracy': 0.17647058823529413, 'correct': 3, 'total': 17}, 'what room is': {'accuracy': 0.4444444444444444, 'correct': 8, 'total': 18}, 'what is the person': {'accuracy': 0.09523809523809523, 'correct': 2, 'total': 21}, 'what sport is': {'accuracy': 0.35294117647058826, 'correct': 6, 'total': 17}, 'is the woman': {'accuracy': 0.6666666666666666, 'correct': 18, 'total': 27}, 'is this person': {'accuracy': 0.46153846153846156, 'correct': 6, 'total': 13}, 'has': {'accuracy': 0.35714285714285715, 'correct': 5, 'total': 14}, 'what is the color of the': {'accuracy': 0.42857142857142855, 'correct': 6, 'total': 14}, 'what number is': {'accuracy': 0.0, 'correct': 0, 'total': 12}}"
mmstar.jsonl,Qwen/Qwen3-VL-8B-Instruct/Qwen3-VL-8B-Instruct_A4_mmstar_15_blind_instfold_0,mmstar,,0.6373333333333333,956,1500,"{'coarse perception': {'accuracy': 0.744, 'correct': 186, 'total': 250}, 'fine-grained perception': {'accuracy': 0.576, 'correct': 144, 'total': 250}, 'instance reasoning': {'accuracy': 0.74, 'correct': 185, 'total': 250}, 'logical reasoning': {'accuracy': 0.66, 'correct': 165, 'total': 250}, 'math': {'accuracy': 0.616, 'correct': 154, 'total': 250}, 'science & technology': {'accuracy': 0.488, 'correct': 122, 'total': 250}}"
mmstar_inst_blind.jsonl,Qwen/Qwen3-VL-8B-Instruct/Qwen3-VL-8B-Instruct_A4_mmstar_15_blind_instfold_0,mmstar,_inst_blind,0.29,435,1500,"{'coarse perception': {'accuracy': 0.268, 'correct': 67, 'total': 250}, 'fine-grained perception': {'accuracy': 0.256, 'correct': 64, 'total': 250}, 'instance reasoning': {'accuracy': 0.296, 'correct': 74, 'total': 250}, 'logical reasoning': {'accuracy': 0.308, 'correct': 77, 'total': 250}, 'math': {'accuracy': 0.356, 'correct': 89, 'total': 250}, 'science & technology': {'accuracy': 0.256, 'correct': 64, 'total': 250}}"
